Contrast,Block,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges,Feature
Block,-,1,2,True,True,-0.2808432885634546,65.0,two-sided,0.7797226130530925,1.0,bonf,0.14,-0.0354451597699929,max_pupil_size
Block,-,1,3,True,True,0.6029092100249163,65.0,two-sided,0.5486669875723708,1.0,bonf,0.161,0.07303032517876161,max_pupil_size
Block,-,1,4,True,True,-0.2919739323877466,65.0,two-sided,0.771236422685953,1.0,bonf,0.141,-0.044954664484393204,max_pupil_size
Block,-,1,5,True,True,0.8125860950700707,65.0,two-sided,0.4194216471187624,1.0,bonf,0.185,0.11414396119109978,max_pupil_size
Block,-,1,6,True,True,-1.1241251296669035,65.0,two-sided,0.2650943199406563,1.0,bonf,0.247,-0.1631309241672072,max_pupil_size
Block,-,1,7,True,True,-1.4696945933247139,65.0,two-sided,0.14646836119880655,1.0,bonf,0.375,-0.22503436466296275,max_pupil_size
Block,-,1,8,True,True,1.66699542522167,65.0,two-sided,0.10032712095950334,1.0,bonf,0.5,0.26335239371839114,max_pupil_size
Block,-,2,3,True,True,0.9366465977156971,65.0,two-sided,0.3524075084595306,1.0,bonf,0.205,0.10191598583017077,max_pupil_size
Block,-,2,4,True,True,-0.06749337462510589,65.0,two-sided,0.9463961211486196,1.0,bonf,0.135,-0.010038612633521583,max_pupil_size
Block,-,2,5,True,True,0.9173094429213187,65.0,two-sided,0.3623716584336406,1.0,bonf,0.202,0.13980053045610186,max_pupil_size
Block,-,2,6,True,True,-0.8060453536223584,65.0,two-sided,0.4231558803279508,1.0,bonf,0.184,-0.12478349417162929,max_pupil_size
Block,-,2,7,True,True,-1.3015962734086544,65.0,two-sided,0.19764876837195464,1.0,bonf,0.302,-0.17982906256010767,max_pupil_size
Block,-,2,8,True,True,1.90698469070811,65.0,two-sided,0.06094377344310977,1.0,bonf,0.741,0.27820102328133917,max_pupil_size
Block,-,3,4,True,True,-0.6922854546694426,65.0,two-sided,0.4912238857318444,1.0,bonf,0.17,-0.10903040297849759,max_pupil_size
Block,-,3,5,True,True,0.2912527631449253,65.0,two-sided,0.7717854188046862,1.0,bonf,0.141,0.040733043830969456,max_pupil_size
Block,-,3,6,True,True,-1.4089818323434546,65.0,two-sided,0.16360661338700355,1.0,bonf,0.346,-0.21878717751648893,max_pupil_size
Block,-,3,7,True,True,-1.8597300545129662,65.0,two-sided,0.06744996265454213,1.0,bonf,0.683,-0.2821692341079882,max_pupil_size
Block,-,3,8,True,True,1.3001756264537743,65.0,two-sided,0.19813226992375751,1.0,bonf,0.301,0.18031336514078786,max_pupil_size
Block,-,4,5,True,True,1.1407000517086434,65.0,two-sided,0.25818029124801395,1.0,bonf,0.251,0.14568752030964535,max_pupil_size
Block,-,4,6,True,True,-0.8070913715649364,65.0,two-sided,0.42255735444128106,1.0,bonf,0.184,-0.11273615081590622,max_pupil_size
Block,-,4,7,True,True,-1.131592446274558,65.0,two-sided,0.2619634234898595,1.0,bonf,0.248,-0.1653605953733059,max_pupil_size
Block,-,4,8,True,True,1.7953562640489418,65.0,two-sided,0.07724557736434375,1.0,bonf,0.613,0.279472927474231,max_pupil_size
Block,-,5,6,True,True,-1.8064145039375763,65.0,two-sided,0.07548301636626312,1.0,bonf,0.625,-0.2513975431543437,max_pupil_size
Block,-,5,7,True,True,-1.954539516623119,65.0,two-sided,0.05494128482894025,1.0,bonf,0.806,-0.3159707385176132,max_pupil_size
Block,-,5,8,True,True,0.8161186182977397,65.0,two-sided,0.41741313410966496,1.0,bonf,0.186,0.13551520887752116,max_pupil_size
Block,-,6,7,True,True,-0.3477544255447264,65.0,two-sided,0.7291482504962237,1.0,bonf,0.143,-0.04254630729998468,max_pupil_size
Block,-,6,8,True,True,2.7019622703036608,65.0,two-sided,0.008783185163722859,0.24592918458424004,bonf,3.778,0.376759330336008,max_pupil_size
Block,-,7,8,True,True,3.377249290051856,65.0,two-sided,0.0012403751801235122,0.03473050504345834,bonf,21.36,0.45334303889870997,max_pupil_size
Subject_Type,-,0,1,False,True,1.1570475039760162,37.86526575615054,two-sided,0.25450024462611304,,,0.467,0.30631868171866955,max_pupil_size
Block * Subject_Type,1,0,1,False,True,1.0254435144250693,39.009237495512465,two-sided,0.3114710510147012,1.0,bonf,0.414,0.268193782342431,max_pupil_size
Block * Subject_Type,2,0,1,False,True,0.6161666212787097,43.39148501435202,two-sided,0.5410036880006492,1.0,bonf,0.313,0.1544954477811903,max_pupil_size
Block * Subject_Type,3,0,1,False,True,0.6822124419317448,48.62623910185634,two-sided,0.49834163306619217,1.0,bonf,0.325,0.16367037187136993,max_pupil_size
Block * Subject_Type,4,0,1,False,True,-0.289758191616251,40.94410271758904,two-sided,0.773463587639314,1.0,bonf,0.277,-0.07432716295941823,max_pupil_size
Block * Subject_Type,5,0,1,False,True,0.29117611746705696,42.62689349934262,two-sided,0.7723288035436912,1.0,bonf,0.277,0.07351642561150616,max_pupil_size
Block * Subject_Type,6,0,1,False,True,0.9441000450092286,38.42534530213522,two-sided,0.35101729889703737,1.0,bonf,0.388,0.24844019748163473,max_pupil_size
Block * Subject_Type,7,0,1,False,True,1.1629790261594548,43.48014724005068,two-sided,0.25118115999555213,1.0,bonf,0.47,0.2913697783352834,max_pupil_size
Block * Subject_Type,8,0,1,False,True,2.267010322002851,63.190940766154995,two-sided,0.026820312011083883,0.21456249608867106,bonf,2.201,0.4517078294673511,max_pupil_size
Block,-,1,2,True,True,-0.39868995548877423,65.0,two-sided,0.6914283987549121,1.0,bonf,0.146,-0.056125592793461264,mean_pupil_size
Block,-,1,3,True,True,-0.20753577610925125,65.0,two-sided,0.8362403034500855,1.0,bonf,0.138,-0.032613904371100455,mean_pupil_size
Block,-,1,4,True,True,-0.24590078567358076,65.0,two-sided,0.8065338612289665,1.0,bonf,0.139,-0.04241450507343076,mean_pupil_size
Block,-,1,5,True,True,0.13308448752793325,65.0,two-sided,0.8945377230565303,1.0,bonf,0.136,0.019433518215206214,mean_pupil_size
Block,-,1,6,True,True,0.33051725878926314,65.0,two-sided,0.7420721702307889,1.0,bonf,0.142,0.047812919440301895,mean_pupil_size
Block,-,1,7,True,True,-0.6070468541239743,65.0,two-sided,0.545934546524319,1.0,bonf,0.161,-0.09596730286195258,mean_pupil_size
Block,-,1,8,True,True,-0.5846364917570828,65.0,two-sided,0.5608160431929171,1.0,bonf,0.159,-0.09200925791656267,mean_pupil_size
Block,-,2,3,True,True,0.19608874977131635,65.0,two-sided,0.8451524614819128,1.0,bonf,0.138,0.026524723876406274,mean_pupil_size
Block,-,2,4,True,True,0.14754426159920395,65.0,two-sided,0.8831591664938402,1.0,bonf,0.136,0.02112008406208309,mean_pupil_size
Block,-,2,5,True,True,0.5537055858702497,65.0,two-sided,0.5816801544922836,1.0,bonf,0.156,0.07995648752096433,mean_pupil_size
Block,-,2,6,True,True,0.7666310796899863,65.0,two-sided,0.4460763582837488,1.0,bonf,0.179,0.10614816329924576,mean_pupil_size
Block,-,2,7,True,True,-0.35392365824898164,65.0,two-sided,0.7245415864462267,1.0,bonf,0.143,-0.05137428205027007,mean_pupil_size
Block,-,2,8,True,True,-0.26820973409707144,65.0,two-sided,0.7893872426848423,1.0,bonf,0.14,-0.040074581006826974,mean_pupil_size
Block,-,3,4,True,True,-0.05802194614771406,65.0,two-sided,0.9539091531000854,1.0,bonf,0.135,-0.008283238233150702,mean_pupil_size
Block,-,3,5,True,True,0.4069200716958623,65.0,two-sided,0.6854035702573313,1.0,bonf,0.146,0.055452740949135,mean_pupil_size
Block,-,3,6,True,True,0.7946446686979967,65.0,two-sided,0.429712156517866,1.0,bonf,0.183,0.08353249429242292,mean_pupil_size
Block,-,3,7,True,True,-0.5498320840520136,65.0,two-sided,0.5843189318586408,1.0,bonf,0.156,-0.0738198655286159,mean_pupil_size
Block,-,3,8,True,True,-0.43825128501246163,65.0,two-sided,0.6626572114386207,1.0,bonf,0.148,-0.06694934820525622,mean_pupil_size
Block,-,4,5,True,True,0.4459787757084202,65.0,two-sided,0.65709465768921,1.0,bonf,0.149,0.06782934135774471,mean_pupil_size
Block,-,4,6,True,True,0.591144314743476,65.0,two-sided,0.5564739123908716,1.0,bonf,0.16,0.09644355244337502,mean_pupil_size
Block,-,4,7,True,True,-0.4789519174997991,65.0,two-sided,0.6335801793620521,1.0,bonf,0.151,-0.07260600518121058,mean_pupil_size
Block,-,4,8,True,True,-0.42613990499382026,65.0,two-sided,0.67141379467991,1.0,bonf,0.147,-0.06617780793420518,mean_pupil_size
Block,-,5,6,True,True,0.21531339108953887,65.0,two-sided,0.8301971636327287,1.0,bonf,0.138,0.03048896060646928,mean_pupil_size
Block,-,5,7,True,True,-1.082911199799313,65.0,two-sided,0.2828487147098835,1.0,bonf,0.236,-0.11770711467894854,mean_pupil_size
Block,-,5,8,True,True,-0.7006697981746006,65.0,two-sided,0.4860097688392023,1.0,bonf,0.171,-0.11770613365679264,mean_pupil_size
Block,-,6,7,True,True,-1.0892809964775243,65.0,two-sided,0.28005206107158587,1.0,bonf,0.238,-0.13930496896466435,mean_pupil_size
Block,-,6,8,True,True,-0.9225320264377909,65.0,two-sided,0.35966289908656557,1.0,bonf,0.203,-0.14104365396165805,mean_pupil_size
Block,-,7,8,True,True,0.13909147212920125,65.0,two-sided,0.8898079229066727,1.0,bonf,0.136,0.018229263781163338,mean_pupil_size
Subject_Type,-,0,1,False,True,-0.6401258502943434,62.174867470745234,two-sided,0.5244428065094632,,,0.317,-0.1367966248548122,mean_pupil_size
Block * Subject_Type,1,0,1,False,True,-0.6347497388650112,63.99522981115895,two-sided,0.5278545226343552,1.0,bonf,0.316,-0.12962516501230012,mean_pupil_size
Block * Subject_Type,2,0,1,False,True,0.9439939926870459,63.670742803407386,two-sided,0.3487411618740064,1.0,bonf,0.388,0.1966358007082705,mean_pupil_size
Block * Subject_Type,3,0,1,False,True,-0.1370850333141192,57.12472686845122,two-sided,0.8914456042520446,1.0,bonf,0.27,-0.03075680889093161,mean_pupil_size
Block * Subject_Type,4,0,1,False,True,0.11257770152270696,29.424095604567718,two-sided,0.9111299120451888,1.0,bonf,0.269,0.033433381892701265,mean_pupil_size
Block * Subject_Type,5,0,1,False,True,-2.423506917787948,60.03238520650414,two-sided,0.018402502275859527,0.14722001820687622,bonf,2.953,-0.46767921074658925,mean_pupil_size
Block * Subject_Type,6,0,1,False,True,-0.3521054568483589,56.349940795385976,two-sided,0.7260726209213004,1.0,bonf,0.282,-0.07949946769096387,mean_pupil_size
Block * Subject_Type,7,0,1,False,True,-0.3671286065979052,62.93211557643728,two-sided,0.7147547572480224,1.0,bonf,0.283,-0.07286556211094547,mean_pupil_size
Block * Subject_Type,8,0,1,False,True,-0.24848530850192233,63.993124986464935,two-sided,0.8045546464325685,1.0,bonf,0.274,-0.05097850165061655,mean_pupil_size
Block,-,1,2,True,True,-1.093311927276041,65.0,two-sided,0.278292248404518,1.0,bonf,0.239,-0.11448388932330132,median_pupil_size
Block,-,1,3,True,True,-0.02931659513660791,65.0,two-sided,0.9767019201038407,1.0,bonf,0.135,-0.0033285240518735565,median_pupil_size
Block,-,1,4,True,True,-0.8646052137202255,65.0,two-sided,0.3904351588771955,1.0,bonf,0.193,-0.10672381861923998,median_pupil_size
Block,-,1,5,True,True,-1.6304408221932452,65.0,two-sided,0.10784507818747438,1.0,bonf,0.473,-0.1932894528470371,median_pupil_size
Block,-,1,6,True,True,-1.803912440608068,65.0,two-sided,0.07587884979435579,1.0,bonf,0.622,-0.24003994712274593,median_pupil_size
Block,-,1,7,True,True,-3.067871950609142,65.0,two-sided,0.003141834742446114,0.0879713727884912,bonf,9.316,-0.4024833632817009,median_pupil_size
Block,-,1,8,True,True,-3.3185945473674967,65.0,two-sided,0.0014853214904971199,0.041589001733919356,bonf,18.17,-0.44285282920192987,median_pupil_size
Block,-,2,3,True,True,0.9688137451680466,65.0,two-sided,0.33622932065743893,1.0,bonf,0.211,0.10551912543162133,median_pupil_size
Block,-,2,4,True,True,0.059465721671273904,65.0,two-sided,0.9527636175995937,1.0,bonf,0.135,0.006198221265630595,median_pupil_size
Block,-,2,5,True,True,-0.5642517552496613,65.0,two-sided,0.574524734207043,1.0,bonf,0.157,-0.06857594496992235,median_pupil_size
Block,-,2,6,True,True,-0.9254228967443241,65.0,two-sided,0.358169122393856,1.0,bonf,0.203,-0.12247935995865214,median_pupil_size
Block,-,2,7,True,True,-2.1130165859797874,65.0,two-sided,0.03844398487602478,1.0,bonf,1.079,-0.27988896839987654,median_pupil_size
Block,-,2,8,True,True,-2.349720595839928,65.0,two-sided,0.02183536007479177,0.6113900820941696,bonf,1.731,-0.3081160118041655,median_pupil_size
Block,-,3,4,True,True,-1.0753066702111966,65.0,two-sided,0.286212762204339,1.0,bonf,0.234,-0.09830644287987786,median_pupil_size
Block,-,3,5,True,True,-1.376212033815709,65.0,two-sided,0.1734789232897821,1.0,bonf,0.331,-0.17878301376198405,median_pupil_size
Block,-,3,6,True,True,-2.185824998721624,65.0,two-sided,0.03243658206856001,0.9082242979196803,bonf,1.242,-0.22466022808415562,median_pupil_size
Block,-,3,7,True,True,-3.103743969698152,65.0,two-sided,0.0028285813345111403,0.07920027736631192,bonf,10.226,-0.3782487788931346,median_pupil_size
Block,-,3,8,True,True,-3.1867267097352334,65.0,two-sided,0.002212258282220887,0.06194323190218483,bonf,12.726,-0.4123405966489853,median_pupil_size
Block,-,4,5,True,True,-0.7078237568251466,65.0,two-sided,0.48158514011685205,1.0,bonf,0.172,-0.0742543693695562,median_pupil_size
Block,-,4,6,True,True,-1.2676151510943785,65.0,two-sided,0.20945773161414416,1.0,bonf,0.29,-0.12720135711476657,median_pupil_size
Block,-,4,7,True,True,-2.612224973141338,65.0,two-sided,0.011161115187377718,0.3125112252465761,bonf,3.071,-0.2826503096914285,median_pupil_size
Block,-,4,8,True,True,-2.5589757981558545,65.0,two-sided,0.012835195517138754,0.3593854744798851,bonf,2.722,-0.31035678936254,median_pupil_size
Block,-,5,6,True,True,-0.5514009798278675,65.0,two-sided,0.5832494534643196,1.0,bonf,0.156,-0.06251425275946486,median_pupil_size
Block,-,5,7,True,True,-1.9556550673726179,65.0,two-sided,0.05480675612644808,1.0,bonf,0.807,-0.23113291374704986,median_pupil_size
Block,-,5,8,True,True,-2.201453632843872,65.0,two-sided,0.03125994276445504,0.8752783974047411,bonf,1.281,-0.25925294665678655,median_pupil_size
Block,-,6,7,True,True,-1.2541249045580807,65.0,two-sided,0.21428809123932538,1.0,bonf,0.285,-0.1565253960763209,median_pupil_size
Block,-,6,8,True,True,-1.3940481059746428,65.0,two-sided,0.1680505168697635,1.0,bonf,0.339,-0.1744211569289952,median_pupil_size
Block,-,7,8,True,True,-0.044364849067940845,65.0,two-sided,0.9647495930428016,1.0,bonf,0.135,-0.004351075087656715,median_pupil_size
Subject_Type,-,0,1,False,True,1.7555223857470241,49.292882571455124,two-sided,0.08538277522435042,,,0.956,0.41893568342128235,median_pupil_size
Block * Subject_Type,1,0,1,False,True,2.7217749955635875,48.697539077534934,two-sided,0.008982434521126618,0.07185947616901295,bonf,5.426,0.6526113869876591,median_pupil_size
Block * Subject_Type,2,0,1,False,True,1.0284889181561252,48.733393494581534,two-sided,0.30879771588172106,1.0,bonf,0.416,0.24653434181512424,median_pupil_size
Block * Subject_Type,3,0,1,False,True,2.029313501848559,36.86318475932015,two-sided,0.04969316996736023,0.39754535973888183,bonf,1.458,0.5432695294461362,median_pupil_size
Block * Subject_Type,4,0,1,False,True,2.271815040178647,54.87031724617766,two-sided,0.02704039000777455,0.2163231200621964,bonf,2.22,0.5190104232205285,median_pupil_size
Block * Subject_Type,5,0,1,False,True,0.10517252681143971,43.45164021596029,two-sided,0.9167229216472615,1.0,bonf,0.269,0.02635637805609144,median_pupil_size
Block * Subject_Type,6,0,1,False,True,0.476481265849187,32.90243993315282,two-sided,0.6368807419037443,1.0,bonf,0.294,0.1340636658362757,median_pupil_size
Block * Subject_Type,7,0,1,False,True,1.5715482132745324,53.428392781127286,two-sided,0.12195922150926268,0.9756737720741014,bonf,0.744,0.3630994753929715,median_pupil_size
Block * Subject_Type,8,0,1,False,True,0.064774881875061,61.84823477334607,two-sided,0.9485621549848737,1.0,bonf,0.268,0.013898453616245822,median_pupil_size
Block,-,1,2,True,True,2.7005649220780445,65.0,two-sided,0.008816357872539768,0.24685802043111352,bonf,3.766,0.4830078221427363,max_pupil_contraction_rate
Block,-,1,3,True,True,1.1844035295182511,65.0,two-sided,0.2405662336665842,1.0,bonf,0.263,0.21182042575293952,max_pupil_contraction_rate
Block,-,1,4,True,True,1.7596538781430067,65.0,two-sided,0.08317182324719202,1.0,bonf,0.579,0.2944264125156386,max_pupil_contraction_rate
Block,-,1,5,True,True,1.2227433820461786,65.0,two-sided,0.2258416335376721,1.0,bonf,0.275,0.21581139929084364,max_pupil_contraction_rate
Block,-,1,6,True,True,0.4930111214497156,65.0,two-sided,0.6236662064116398,1.0,bonf,0.152,0.08655515167119161,max_pupil_contraction_rate
Block,-,1,7,True,True,1.3704179979713416,65.0,two-sided,0.17527089483446093,1.0,bonf,0.329,0.24783390360882843,max_pupil_contraction_rate
Block,-,1,8,True,True,2.242992353951827,65.0,two-sided,0.02831292061195848,0.7927617771348374,bonf,1.391,0.3444756401590839,max_pupil_contraction_rate
Block,-,2,3,True,True,-1.801185021458231,65.0,two-sided,0.0763123076300556,1.0,bonf,0.619,-0.31691496109260203,max_pupil_contraction_rate
Block,-,2,4,True,True,-0.3607253583184056,65.0,two-sided,0.719474456539122,1.0,bonf,0.144,-0.06501635915742825,max_pupil_contraction_rate
Block,-,2,5,True,True,-1.6701169091115673,65.0,two-sided,0.09970545411000396,1.0,bonf,0.502,-0.28817478260843093,max_pupil_contraction_rate
Block,-,2,6,True,True,-2.1949568451547607,65.0,two-sided,0.03174444101809149,0.8888443485065618,bonf,1.264,-0.3944133543351021,max_pupil_contraction_rate
Block,-,2,7,True,True,-1.6204736659947914,65.0,two-sided,0.10997232855693619,1.0,bonf,0.466,-0.2783928994419262,max_pupil_contraction_rate
Block,-,2,8,True,True,-0.5235915846599242,65.0,two-sided,0.6023432851314663,1.0,bonf,0.154,-0.09572666260051346,max_pupil_contraction_rate
Block,-,3,4,True,True,1.0375350352657524,65.0,two-sided,0.30333095287099665,1.0,bonf,0.226,0.17399633812305193,max_pupil_contraction_rate
Block,-,3,5,True,True,0.1177945365371392,65.0,two-sided,0.9065937069621632,1.0,bonf,0.136,0.020267435004460585,max_pupil_contraction_rate
Block,-,3,6,True,True,-0.6833770184621984,65.0,two-sided,0.49679744785170965,1.0,bonf,0.169,-0.10923227321887947,max_pupil_contraction_rate
Block,-,3,7,True,True,0.26849624404807465,65.0,two-sided,0.7891676892731764,1.0,bonf,0.14,0.04197073351598529,max_pupil_contraction_rate
Block,-,3,8,True,True,1.184153309459119,65.0,two-sided,0.24066455395206499,1.0,bonf,0.263,0.1912787299762596,max_pupil_contraction_rate
Block,-,4,5,True,True,-0.9157523686694684,65.0,two-sided,0.36318177856918676,1.0,bonf,0.202,-0.1571454460065429,max_pupil_contraction_rate
Block,-,4,6,True,True,-1.3893182465440834,65.0,two-sided,0.16947717448480082,1.0,bonf,0.337,-0.23684296210975742,max_pupil_contraction_rate
Block,-,4,7,True,True,-0.8448109522048819,65.0,two-sided,0.40131527585811533,1.0,bonf,0.19,-0.14673730620384984,max_pupil_contraction_rate
Block,-,4,8,True,True,-0.09716806611775404,65.0,two-sided,0.9228919225976013,1.0,bonf,0.136,-0.016500507730362497,max_pupil_contraction_rate
Block,-,5,6,True,True,-0.7367200741569688,65.0,two-sided,0.46394341850058096,1.0,bonf,0.175,-0.12154161011351389,max_pupil_contraction_rate
Block,-,5,7,True,True,0.12043093857859313,65.0,two-sided,0.9045132757064483,1.0,bonf,0.136,0.01955507898391399,max_pupil_contraction_rate
Block,-,5,8,True,True,0.8859918472508368,65.0,two-sided,0.3788880846071305,1.0,bonf,0.197,0.16884725900000888,max_pupil_contraction_rate
Block,-,6,7,True,True,1.1232753792894985,65.0,two-sided,0.26545226814480705,1.0,bonf,0.246,0.1462467643245675,max_pupil_contraction_rate
Block,-,6,8,True,True,1.52945005343749,65.0,two-sided,0.13100525459388845,1.0,bonf,0.408,0.2678099676020214,max_pupil_contraction_rate
Block,-,7,8,True,True,0.985859590349238,65.0,two-sided,0.3278576245980007,1.0,bonf,0.215,0.15687838372886403,max_pupil_contraction_rate
Subject_Type,-,0,1,False,True,-1.0141644721900205,47.937116937421116,two-sided,0.31559590104727214,,,0.411,-0.24466368705142227,max_pupil_contraction_rate
Block * Subject_Type,1,0,1,False,True,-0.5047664305698472,58.011565646817154,two-sided,0.6156350335914689,1.0,bonf,0.298,-0.11241503550395822,max_pupil_contraction_rate
Block * Subject_Type,2,0,1,False,True,-3.043822080103861,63.1678137377292,two-sided,0.0034026259275957375,0.0272210074207659,bonf,11.205,-0.6062631772747478,max_pupil_contraction_rate
Block * Subject_Type,3,0,1,False,True,0.6719906798503512,30.116784086071824,two-sided,0.5067124120482526,1.0,bonf,0.323,0.19723481752495628,max_pupil_contraction_rate
Block * Subject_Type,4,0,1,False,True,-0.5982264420586594,63.979079299280244,two-sided,0.5518008148331873,1.0,bonf,0.311,-0.12188905139106133,max_pupil_contraction_rate
Block * Subject_Type,5,0,1,False,True,0.25592792717840673,29.671724298635404,two-sided,0.7997724743055893,1.0,bonf,0.275,0.07568176292700818,max_pupil_contraction_rate
Block * Subject_Type,6,0,1,False,True,0.7984458024216832,36.124345805110494,two-sided,0.4298299888326895,1.0,bonf,0.349,0.21558817476421377,max_pupil_contraction_rate
Block * Subject_Type,7,0,1,False,True,0.6400281068523166,37.07396650151389,two-sided,0.5260902226476059,1.0,bonf,0.317,0.17093405260097816,max_pupil_contraction_rate
Block * Subject_Type,8,0,1,False,True,-1.1199019574277485,60.39314524666068,two-sided,0.2671896153030971,1.0,bonf,0.451,-0.24408255862171171,max_pupil_contraction_rate
Block,-,1,2,True,True,-1.9381102750006798,65.0,two-sided,0.056955402129749255,1.0,bonf,0.783,-0.27617815603489493,mean_pupil_contraction_rate
Block,-,1,3,True,True,-2.6301987243953495,65.0,two-sided,0.01064248637455744,0.2979896184876083,bonf,3.199,-0.43601332798794423,mean_pupil_contraction_rate
Block,-,1,4,True,True,-3.462231110102005,65.0,two-sided,0.0009522725936263296,0.02666363262153723,bonf,27.097,-0.5777200977370467,mean_pupil_contraction_rate
Block,-,1,5,True,True,-2.1004395861854013,65.0,two-sided,0.039574369887904616,1.0,bonf,1.053,-0.32579807000847233,mean_pupil_contraction_rate
Block,-,1,6,True,True,-0.912937415302091,65.0,two-sided,0.3646492934888689,1.0,bonf,0.201,-0.14643446461658735,mean_pupil_contraction_rate
Block,-,1,7,True,True,-0.7922812281293415,65.0,two-sided,0.4310788364144068,1.0,bonf,0.182,-0.12605191545935185,mean_pupil_contraction_rate
Block,-,1,8,True,True,-2.6452140425269812,65.0,two-sided,0.010226138123060282,0.2863318674456879,bonf,3.312,-0.42236212673486445,mean_pupil_contraction_rate
